,Date,Open,High,Low,Close,Adj Close,Volume,Date_str,Daily_return,Cum_return
199,2019-12-13,28123.64063,28290.73047,28028.320310000003,28135.38086,28135.38086,250660000,12/13/2019,0.00011837316895386769,0.06943797406347399
200,2019-12-16,28191.66992,28337.49023,28191.66992,28235.89063,28235.89063,286770000,12/16/2019,0.0035723621620809497,0.07301033622555494
201,2019-12-17,28221.75,28328.63086,28220.56055,28267.160160000003,28267.160160000003,286770000,12/17/2019,0.0011074391245437898,0.07411777535009874
202,2019-12-18,28291.43945,28323.25,28239.2793,28239.2793,28239.2793,289890000,12/18/2019,-0.000986333959343327,0.0731314413907554
203,2019-12-19,28278.31055,28381.48047,28278.24023,28376.960939999997,28376.960939999997,262570000,12/19/2019,0.00487553660762153,0.07800697799837694
204,2019-12-20,28608.64063,28608.64063,28445.59961,28455.089839999997,28455.089839999997,603780000,12/20/2019,0.002753251137963462,0.0807602291363404
205,2019-12-23,28491.7793,28582.49023,28491.7793,28551.5293,28551.5293,223530000,12/23/2019,0.0033891813570883257,0.08414941049342872
206,2019-12-24,28572.570310000003,28576.80078,28503.210939999997,28515.44922,28515.44922,86150000,12/24/2019,-0.001263682922931898,0.08288572757049682
207,2019-12-26,28539.460939999997,28624.09961,28535.15039,28621.39063,28621.39063,155970000,12/26/2019,0.003715228512889726,0.08660095608338655
208,2019-12-27,28675.339839999997,28701.660160000003,28608.98047,28645.25977,28645.25977,182280000,12/27/2019,0.0008339615747035027,0.08743491765809006
209,2019-12-30,28654.75977,28664.68945,28428.98047,28462.14063,28462.14063,181600000,12/30/2019,-0.006392650702779746,0.0810422669553103
210,2019-12-31,28414.64063,28547.34961,28376.49023,28538.43945,28538.43945,193340000,12/31/2019,0.0026807126347896193,0.08372297959009993
211,2020-01-02,28638.9707,28872.80078,28627.76953,28868.80078,28868.80078,251820000,01/02/2020,0.011576012436797756,0.09529899202689769
212,2020-01-03,28553.33008,28716.31055,28500.35938,28634.88086,28634.88086,239590000,01/03/2020,-0.00810286238706727,0.08719612963983042
213,2020-01-06,28465.5,28708.01953,28418.63086,28703.38086,28703.38086,252760000,01/06/2020,0.002392187358309826,0.08958831699814025
214,2020-01-07,28639.179689999997,28685.5,28565.2793,28583.679689999997,28583.679689999997,258900000,01/07/2020,-0.0041702812147406355,0.08541803578339961
215,2020-01-08,28556.14063,28866.179689999997,28522.50977,28745.089839999997,28745.089839999997,291750000,01/08/2020,0.005646933906010326,0.09106496968940994
216,2020-01-09,28851.9707,28988.00977,28844.31055,28956.90039,28956.90039,275060000,01/09/2020,0.00736858194491564,0.09843355163432559
217,2020-01-10,28977.51953,29009.070310000003,28789.09961,28823.76953,28823.76953,237830000,01/10/2020,-0.004597552162246378,0.09383599947207921
218,2020-01-13,28869.00977,28909.910160000003,28819.429689999997,28907.05078,28907.05078,249830000,01/13/2020,0.00288932541988723,0.09672532489196645
219,2020-01-14,28895.5,29054.160160000003,28872.26953,28939.66992,28939.66992,287440000,01/14/2020,0.0011284146642371131,0.09785373955620356
220,2020-01-15,28901.80078,29127.589839999997,28897.34961,29030.2207,29030.2207,260270000,01/15/2020,0.00312894999322098,0.10098268954942455
221,2020-01-16,29131.94922,29300.320310000003,29131.94922,29297.64063,29297.64063,252110000,01/16/2020,0.00921177736688719,0.11019446691631174
222,2020-01-17,29313.31055,29373.61914,29289.910160000003,29348.09961,29348.09961,321820000,01/17/2020,0.001722288174575081,0.11191675509088682
223,2020-01-21,29269.05078,29341.210939999997,29146.4707,29196.039060000003,29196.039060000003,320640000,01/21/2020,-0.005181274154738986,0.10673548093614783
224,2020-01-22,29263.63086,29320.19922,29172.25977,29186.26953,29186.26953,283440000,01/22/2020,-0.00033461833572438694,0.10640086260042345
225,2020-01-23,29111.01953,29190.4707,28966.98047,29160.089839999997,29160.089839999997,307060000,01/23/2020,-0.0008969865084366088,0.10550387609198683
226,2020-01-24,29230.39063,29288.789060000003,28843.31055,28989.73047,28989.73047,380010000,01/24/2020,-0.005842210052669656,0.09966166603931717
227,2020-01-27,28542.49023,28671.789060000003,28440.4707,28535.80078,28535.80078,337270000,01/27/2020,-0.015658292872703525,0.08400337316661365
228,2020-01-28,28594.2793,28823.23047,28575.75,28722.84961,28722.84961,330140000,01/28/2020,0.006554882809915654,0.0905582559765293
229,2020-01-29,28820.5293,28944.24023,28728.18945,28734.44922,28734.44922,302290000,01/29/2020,0.0004038460722907877,0.09096210204882009
230,2020-01-30,28640.160160000003,28879.710939999997,28489.75977,28859.43945,28859.43945,326850000,01/30/2020,0.004349839074451661,0.09531194112327175
231,2020-01-31,28813.039060000003,28813.039060000003,28169.5293,28256.0293,28256.0293,403890000,01/31/2020,-0.020908588714809682,0.07440335240846208
232,2020-02-03,28319.65039,28630.39063,28319.65039,28399.81055,28399.81055,307910000,02/03/2020,0.005088515745558064,0.07949186815402014
233,2020-02-04,28696.74023,28904.88086,28696.74023,28807.63086,28807.63086,332750000,02/04/2020,0.014359965862518854,0.09385183401653899
234,2020-02-05,29048.73047,29308.89063,29000.84961,29290.84961,29290.84961,357540000,02/05/2020,0.016773984377554608,0.11062581839409359
235,2020-02-06,29388.58008,29408.05078,29246.929689999997,29379.76953,29379.76953,263700000,02/06/2020,0.0030357576234197963,0.1136615760175134
236,2020-02-07,29286.91992,29286.91992,29056.98047,29102.50977,29102.50977,252860000,02/07/2020,-0.009437097854593035,0.10422447816292035
237,2020-02-10,28995.660160000003,29278.070310000003,28995.660160000003,29276.820310000003,29276.820310000003,250510000,02/10/2020,0.005989536345064243,0.1102140145079846
238,2020-02-11,29390.710939999997,29415.39063,29210.4707,29276.339839999997,29276.339839999997,279540000,02/11/2020,-1.6411276734234943e-05,0.11019760323125036
239,2020-02-12,29406.75,29568.570310000003,29406.75,29551.41992,29551.41992,309530000,02/12/2020,0.009395986025007264,0.11959358925625763
240,2020-02-13,29436.0293,29535.40039,29345.929689999997,29423.31055,29423.31055,291150000,02/13/2020,-0.004335134160957838,0.11525845509529979
241,2020-02-14,29440.4707,29463.039060000003,29283.179689999997,29398.08008,29398.08008,231000000,02/14/2020,-0.0008574993611654827,0.11440095573413431
242,2020-02-18,29282.7793,29330.160160000003,29116.81055,29232.18945,29232.18945,256600000,02/18/2020,-0.0056429069363905906,0.10875804879774371
243,2020-02-19,29312.69922,29409.089839999997,29274.38086,29348.0293,29348.0293,240640000,02/19/2020,0.0039627497009122135,0.11272079849865593
244,2020-02-20,29296.25,29368.44922,28959.65039,29219.98047,29219.98047,287780000,02/20/2020,-0.004363115107016734,0.1083576833916392
245,2020-02-21,29146.5293,29146.5293,28892.69922,28992.410160000003,28992.410160000003,311210000,02/21/2020,-0.007788174609960495,0.10056950878167871
246,2020-02-24,28402.929689999997,28402.929689999997,27912.43945,27960.80078,27960.80078,452580000,02/24/2020,-0.03558204972635506,0.06498745905532366
247,2020-02-25,28037.65039,28149.19922,26997.61914,27081.35938,27081.35938,513270000,02/25/2020,-0.03145265426836605,0.03353480478695761
248,2020-02-26,27159.460939999997,27542.7793,26890.9707,26957.589839999997,26957.589839999997,472450000,02/26/2020,-0.004570285348800123,0.02896451943815749
249,2020-02-27,26526.0,26775.31055,25752.82031,25766.64063,25766.64063,664980000,02/27/2020,-0.04417862342548333,-0.015214103987325839
250,2020-02-28,25270.83008,25494.24023,24681.00977,25409.35938,25409.35938,915990000,02/28/2020,-0.013866039237727359,-0.029080143225053198
251,2020-03-02,25590.50977,26706.16992,25391.96094,26703.32031,26703.32031,637199851,03/02/2020,0.05092457903596298,0.021844435810909783
