,symbol,Open,High,Low,Close,Volume,datetime_epoch,Date,Date_str,Daily_return,Cum_return,williams_r,wr_owned_short,wr_owned_long
18,AAPL,243.16,246.73,242.88,246.58,18369296,1571979600000,2019-10-25,10/25/2019,0.0,0.0,-0.6696428571427563,1.0,0.0
19,AAPL,247.42,249.25,246.72,249.05,24143241,1572238800000,2019-10-28,10/28/2019,0.0,0.0,-0.8470986869969865,1.0,0.0
20,AAPL,248.97,249.75,242.57,243.29,35709867,1572325200000,2019-10-29,10/29/2019,0.0,0.0,-28.775055679287355,1.0,0.0
21,AAPL,244.76,245.3,241.21,243.26,31130522,1572411600000,2019-10-30,10/30/2019,0.0,0.0,-37.20796904113522,1.0,0.0
22,AAPL,247.24,249.17,237.26,248.76,34790520,1572498000000,2019-10-31,10/31/2019,0.0,0.0,-5.981873111782528,1.0,0.0
23,AAPL,249.54,255.93,249.16,255.82,37781334,1572584400000,2019-11-01,11/01/2019,0.0,0.0,-0.4839419269688234,1.0,0.0
24,AAPL,257.33,257.845,255.38,257.5,25817952,1572847200000,2019-11-04,11/04/2019,0.0,0.0,-1.3998782714547646,1.0,0.0
25,AAPL,257.05,258.19,256.32,257.13,19974427,1572933600000,2019-11-05,11/05/2019,-0.0014368932038835128,-0.0014368932038835128,-4.296716659910834,1.0,0.0
26,AAPL,256.77,257.49,255.365,257.24,18966124,1573020000000,2019-11-06,11/06/2019,0.00042779916773621763,-0.001009094036147295,-3.974895397489491,1.0,0.0
27,AAPL,258.74,260.35,258.11,259.43,23735083,1573106400000,2019-11-07,11/07/2019,0.008513450474265268,0.007504356438117973,-3.984408834993567,1.0,0.0
28,AAPL,258.69,260.44,256.85,260.14,17520495,1573192800000,2019-11-08,11/08/2019,0.0027367690706548184,0.010241125508772791,-1.2942191544435344,1.0,0.0
29,AAPL,258.3,262.47,258.28,262.2,20507459,1573452000000,2019-11-11,11/11/2019,0.007918812946874769,0.018159938455647562,-1.071003570012052,1.0,0.0
30,AAPL,261.55,262.79,260.92,261.96,21847226,1573538400000,2019-11-12,11/12/2019,-0.0009153318077803551,0.017244606647867207,-3.2510771641207987,1.0,0.0
31,AAPL,261.13,264.78,261.07,264.47,25817593,1573624800000,2019-11-13,11/13/2019,0.009581615513819086,0.026826222161686293,-1.1264534883718955,1.0,0.0
32,AAPL,263.75,264.88,262.1,262.64,22395556,1573711200000,2019-11-14,11/14/2019,-0.006919499376110866,0.019906722785575426,-8.110065170166578,1.0,0.0
33,AAPL,263.68,265.78,263.01,265.76,25093666,1573797600000,2019-11-15,11/15/2019,0.011879378617118507,0.03178610140269393,-0.07012622720891243,1.0,0.0
34,AAPL,265.8,267.43,264.23,267.1,21700897,1574056800000,2019-11-18,11/18/2019,0.005042143287176519,0.03682824468987045,-1.093801789857421,1.0,0.0
35,AAPL,267.9,268.0,265.3926,266.29,19069597,1574143200000,2019-11-19,11/19/2019,-0.0030325720703856317,0.033795672619484816,-5.562784645413075,1.0,0.0
36,AAPL,265.54,266.083,260.4,263.19,26609919,1574229600000,2019-11-20,11/20/2019,-0.01164144353899892,0.022154229080485897,-25.530785562632705,1.0,0.0
37,AAPL,263.69,264.005,261.18,262.01,30348778,1574316000000,2019-11-21,11/21/2019,-0.004483453018731741,0.017670776061754156,-47.407993668381586,1.0,0.0
38,AAPL,262.59,263.18,260.84,261.78,16331263,1574402400000,2019-11-22,11/22/2019,-0.0008778290904927987,0.01679294697126136,-49.22833399287718,1.0,0.0
39,AAPL,262.71,266.44,262.52,266.37,21029517,1574661600000,2019-11-25,11/25/2019,0.017533807013522928,0.03432675398478428,-12.900672734467722,1.0,0.0
40,AAPL,266.94,267.16,262.5,264.29,26334882,1574748000000,2019-11-26,11/26/2019,-0.007808687164470414,0.02651806682031387,-33.27354260089675,1.0,0.0
41,AAPL,265.58,267.98,265.31,267.84,16386122,1574834400000,2019-11-27,11/27/2019,0.013432214612735837,0.039950281433049704,-1.4349775784755636,1.0,0.0
42,AAPL,266.6,268.0,265.9,267.25,11654363,1575007200000,2019-11-29,11/29/2019,-0.0022028076463559403,0.03774747378669376,-7.716049382716028,1.0,0.0
43,AAPL,267.27,268.25,263.45,264.16,23693550,1575266400000,2019-12-02,12/02/2019,-0.011562207670720206,0.026185266115973556,-52.101910828025005,0.0,0.0
44,AAPL,258.31,259.53,256.29,259.45,29377268,1575352800000,2019-12-03,12/03/2019,-0.01783010296789838,0.008355163148075176,-73.57859531772597,0.0,0.0
45,AAPL,261.07,263.31,260.68,261.74,16810388,1575439200000,2019-12-04,12/04/2019,0.008826363461167934,0.01718152660924311,-54.43143812709032,0.0,0.0
46,AAPL,263.79,265.89,262.73,265.58,18661343,1575525600000,2019-12-05,12/05/2019,0.014671047604492912,0.031852574213736023,-22.324414715719236,0.0,0.0
47,AAPL,267.48,271.0,267.3,270.71,26547493,1575612000000,2019-12-06,12/06/2019,0.019316213570298953,0.051168787784034976,-1.9714479945616645,1.0,0.0
48,AAPL,270.0,270.8,264.91,266.92,32182645,1575871200000,2019-12-09,12/09/2019,-0.014000221639392576,0.0371685661446424,-27.736233854520666,1.0,0.0
49,AAPL,268.6,270.07,265.86,268.48,22632383,1575957600000,2019-12-10,12/10/2019,0.005844447774614125,0.04301301391925653,-17.131203263086235,1.0,0.0
50,AAPL,268.81,271.1,268.5,270.77,19723391,1576044000000,2019-12-11,12/11/2019,0.008529499404052307,0.051542513323308836,-2.2282241728564545,1.0,0.0
51,AAPL,267.78,272.5599,267.321,271.46,34437042,1576130400000,2019-12-12,12/12/2019,0.00254828821509029,0.054090801538399125,-6.760336572443883,1.0,0.0
52,AAPL,271.46,275.3,270.93,275.15,33432806,1576216800000,2019-12-13,12/13/2019,0.013593162896927717,0.06768396443532684,-0.7890583903210635,1.0,0.0
53,AAPL,277.0,280.79,276.98,279.86,32081105,1576476000000,2019-12-16,12/16/2019,0.01711793567145207,0.0848019001067789,-3.7959183673469665,1.0,0.0
54,AAPL,279.57,281.77,278.8,280.41,28575798,1576562400000,2019-12-17,12/17/2019,0.001965268348459985,0.0867671684552389,-5.337519623233748,1.0,0.0
55,AAPL,279.8,281.9,279.12,279.74,29024687,1576648800000,2019-12-18,12/18/2019,-0.002389358439428037,0.08437781001581085,-8.434205388519999,1.0,0.0
56,AAPL,279.5,281.18,278.95,280.02,24626947,1576735200000,2019-12-19,12/19/2019,0.001000929434474772,0.08537873945028562,-7.340882467786016,1.0,0.0
57,AAPL,282.23,282.65,278.56,279.44,69032743,1576821600000,2019-12-20,12/20/2019,-0.0020712806228125997,0.08330745882747302,-12.17754172989372,1.0,0.0
58,AAPL,280.53,284.25,280.3735,284.0,24677883,1577080800000,2019-12-23,12/23/2019,0.016318350987689672,0.0996258098151627,-1.0606703436571916,1.0,0.0
59,AAPL,284.69,284.89,282.9197,284.27,12119714,1577167200000,2019-12-24,12/24/2019,0.0009507042253520487,0.10057651404051475,-2.797833935018075,1.0,0.0
60,AAPL,284.82,289.98,284.7,289.91,23334004,1577340000000,2019-12-26,12/26/2019,0.019840292679495,0.12041680672000975,-0.27921818907057516,1.0,0.0
61,AAPL,291.12,293.97,288.12,289.8,36592936,1577426400000,2019-12-27,12/27/2019,-0.0003794280983754049,0.12003737862163434,-14.349621472814919,1.0,0.0
62,AAPL,289.46,292.69,285.22,291.52,36059614,1577685600000,2019-12-30,12/30/2019,0.005935127674258007,0.12597250629589235,-8.715759516186568,1.0,0.0
63,AAPL,289.93,293.68,289.52,293.65,25247625,1577772000000,2019-12-31,12/31/2019,0.007306531284302949,0.1332790375801953,-1.2007955270368496,1.0,0.0
64,AAPL,296.24,300.6,295.19,300.35,33911864,1577944800000,2020-01-02,01/02/2020,0.02281627788183227,0.15609531546202757,-0.7512244959283633,1.0,0.0
65,AAPL,297.15,300.58,296.5,297.43,36633878,1578031200000,2020-01-03,01/03/2020,-0.009721991010487816,0.14637332445153975,-10.684192787327314,1.0,0.0
66,AAPL,293.79,299.96,292.75,299.8,29644644,1578290400000,2020-01-06,01/06/2020,0.007968261439666492,0.15434158589120625,-3.38696020321766,1.0,0.0
67,AAPL,299.84,300.9,297.48,298.39,27877655,1578376800000,2020-01-07,01/07/2020,-0.004703135423615827,0.14963845046759042,-11.23545210384957,1.0,0.0
68,AAPL,297.16,304.4399,297.156,303.19,33090946,1578463200000,2020-01-08,01/08/2020,0.016086329970843565,0.16572478043843397,-4.829616806865653,1.0,0.0
69,AAPL,307.235,310.43,306.2,309.63,42621542,1578549600000,2020-01-09,01/09/2020,0.021240806095187827,0.1869655865336218,-2.510197678067183,1.0,0.0
70,AAPL,310.6,312.67,308.25,310.33,35217272,1578636000000,2020-01-10,01/10/2020,0.0022607628459774204,0.18922634937959923,-6.860158311345737,1.0,0.0
71,AAPL,311.64,317.07,311.15,316.96,30521722,1578895200000,2020-01-13,01/13/2020,0.021364354074694666,0.2105907034542939,-0.299756107530728,1.0,0.0
72,AAPL,316.7,317.57,312.17,312.68,40653457,1578981600000,2020-01-14,01/14/2020,-0.01350328117112561,0.19708742228316828,-14.112431926996257,1.0,0.0
73,AAPL,311.85,315.5,309.55,311.34,30480882,1579068000000,2020-01-15,01/15/2020,-0.004285531533836612,0.19280189074933166,-18.953452996653535,1.0,0.0
74,AAPL,313.59,315.7,312.09,315.24,27207254,1579154400000,2020-01-16,01/16/2020,0.012526498361919556,0.2053283891112512,-7.202472952086512,1.0,0.0
75,AAPL,316.27,318.74,315.0,318.73,34454117,1579240800000,2020-01-17,01/17/2020,0.01107093008501462,0.21639931919626582,-0.029832935560832073,1.0,0.0
76,AAPL,317.19,319.02,316.0,316.57,27710814,1579586400000,2020-01-21,01/21/2020,-0.006776895805227072,0.20962242339103873,-8.305084745762674,1.0,0.0
77,AAPL,318.58,319.99,317.31,317.7,25458115,1579672800000,2020-01-22,01/22/2020,0.0035695106927377688,0.2131919340837765,-8.406754772393612,1.0,0.0
78,AAPL,317.92,319.56,315.65,319.23,26117993,1579759200000,2020-01-23,01/23/2020,0.004815864022662983,0.2180077981064395,-2.7900146842877778,1.0,0.0
79,AAPL,320.25,323.33,317.5188,318.31,36634380,1579845600000,2020-01-24,01/24/2020,-0.002881934655264279,0.2151258634511752,-16.415958142576798,1.0,0.0
80,AAPL,310.06,311.77,304.88,308.95,40485005,1580104800000,2020-01-27,01/27/2020,-0.029405296723320075,0.18572056672785514,-54.94001681057541,0.0,0.0
81,AAPL,312.6,318.4,312.19,317.69,40558486,1580191200000,2020-01-28,01/28/2020,0.02828936721152293,0.21400993393937806,-21.548101169099073,0.0,0.0
82,AAPL,324.45,327.85,321.38,324.34,54149928,1580277600000,2020-01-29,01/29/2020,0.020932355440838483,0.23494228938021655,-15.280801044841287,1.0,0.0
83,AAPL,320.5435,324.09,318.75,323.87,31685808,1580364000000,2020-01-30,01/30/2020,-0.0014490966269962709,0.23349319275322028,-17.32694819329566,1.0,0.0
84,AAPL,320.93,322.68,308.29,309.51,49897096,1580450400000,2020-01-31,01/31/2020,-0.044338777904714896,0.18915441484850537,-79.84327383543757,0.0,0.0
85,AAPL,304.3,313.49,302.22,308.66,43496401,1580709600000,2020-02-03,02/03/2020,-0.0027462763723303477,0.18640813847617502,-74.87319547405384,0.0,0.0
86,AAPL,315.31,319.64,313.6345,318.85,34154134,1580796000000,2020-02-04,02/04/2020,0.0330136720015551,0.21942181047773013,-35.1150994927819,0.0,0.0
87,AAPL,323.52,324.76,318.95,321.45,29706718,1580882400000,2020-02-05,02/05/2020,0.00815430453191145,0.2275761150096416,-24.970737417089484,0.0,0.0
88,AAPL,322.57,325.22,320.2648,325.21,26356385,1580968800000,2020-02-06,02/06/2020,0.011696997977912555,0.23927311298755413,-10.300429184549527,1.0,0.0
89,AAPL,322.37,323.4,318.0,320.03,29421012,1581055200000,2020-02-07,02/07/2020,-0.015928169490483094,0.22334494349707104,-30.51111978150625,1.0,0.0
90,AAPL,314.18,321.55,313.85,321.55,27337215,1581314400000,2020-02-10,02/10/2020,0.004749554729244255,0.2280944982263153,-24.580569644947378,1.0,0.0
91,AAPL,323.6,323.9,318.71,319.61,23580780,1581400800000,2020-02-11,02/11/2020,-0.006033276317835477,0.22206122190847982,-32.149824424502576,1.0,0.0
92,AAPL,321.47,327.22,321.47,327.2,28432573,1581487200000,2020-02-12,02/12/2020,0.02374769250023458,0.2458089144087144,-2.5360905189232703,1.0,0.0
93,AAPL,324.19,326.22,323.35,324.87,23686892,1581573600000,2020-02-13,02/13/2020,-0.007121026894865478,0.23868788751384892,-11.626999609832302,1.0,0.0
94,AAPL,324.74,325.98,322.85,324.95,20028447,1581660000000,2020-02-14,02/14/2020,0.00024625234709263423,0.23893413986094156,-11.314865392118746,1.0,0.0
95,AAPL,315.36,319.75,314.61,319.0,38190545,1582005600000,2020-02-18,02/18/2020,-0.018310509309124447,0.2206236305518171,-34.52984783456896,1.0,0.0
96,AAPL,320.0,324.57,320.0,323.62,23495991,1582092000000,2020-02-19,02/19/2020,0.01448275862068967,0.23510638917250679,-14.400000000000091,1.0,0.0
97,AAPL,322.63,324.65,318.21,320.3,25141489,1582178400000,2020-02-20,02/20/2020,-0.010258945677028593,0.2248474434954782,-27.680000000000064,1.0,0.0
98,AAPL,318.62,320.45,310.5,313.05,32426415,1582264800000,2020-02-21,02/21/2020,-0.022635029659694036,0.20221241383578414,-56.680000000000064,0.0,0.0
99,AAPL,297.26,304.18,289.23,298.18,55548828,1582524000000,2020-02-24,02/24/2020,-0.04750039929723687,0.15471201453854727,-76.44116872861282,0.0,0.0
100,AAPL,300.95,302.53,286.13,288.08,57668364,1582610400000,2020-02-25,02/25/2020,-0.03387215775705957,0.1208398567814877,-95.254319785836,0.0,1.0
101,AAPL,286.53,297.88,286.5,292.65,49678431,1582696800000,2020-02-26,02/26/2020,0.015863648986392646,0.13670350576788035,-84.13239230956442,0.0,1.0
102,AAPL,281.1,286.0,272.96,273.52,80151381,1582783200000,2020-02-27,02/27/2020,-0.06536818725439944,0.0713353185134809,-98.96793217840029,0.0,1.0
103,AAPL,257.26,278.41,256.37,273.36,106721230,1582869600000,2020-02-28,02/28/2020,-0.0005849663644339287,0.07075035214904697,-76.0197600564573,0.0,1.0
104,AAPL,282.28,301.44,277.72,298.81,85349339,1583128800000,2020-03-02,03/02/2020,0.09310067310506287,0.16385102525410983,-40.09880028228655,0.0,0.0
105,AAPL,303.67,304.0,285.8,289.32,79868852,1583215200000,2020-03-03,03/03/2020,-0.03175931193735152,0.1320917133167583,-53.49329569513059,0.0,0.0
106,AAPL,296.44,303.4,293.13,302.74,54794568,1583301600000,2020-03-04,03/04/2020,0.046384626019632294,0.17847633933639062,-33.61488904795993,0.0,0.0
107,AAPL,295.52,299.55,291.41,292.92,46893219,1583388000000,2020-03-05,03/05/2020,-0.032437074717579416,0.1460392646188112,-47.493176267777606,0.0,0.0
108,AAPL,282.0,290.82,281.23,289.03,56544246,1583474400000,2020-03-06,03/06/2020,-0.013280076471391653,0.13275918814741955,-52.16754540128884,0.0,0.0
109,AAPL,263.75,278.09,263.0,266.17,71686208,1583730000000,2020-03-09,03/09/2020,-0.07909213576445337,0.05366705238296618,-85.64733450497948,0.0,1.0
110,AAPL,277.14,286.44,269.37,285.34,71322520,1583816400000,2020-03-10,03/10/2020,0.07202164030506804,0.12568869268803423,-57.571763327475125,0.0,1.0
111,AAPL,277.39,281.22,271.86,275.43,64094970,1583902800000,2020-03-11,03/11/2020,-0.03473049695100571,0.09095819573702851,-70.25593008739075,0.0,1.0
112,AAPL,255.94,270.0,248.0,248.23,104618517,1583989200000,2020-03-12,03/12/2020,-0.0987546745089497,-0.007796478771921189,-99.59060163759347,0.0,1.0
113,AAPL,264.89,279.92,252.95,277.97,92683032,1584075600000,2020-03-13,03/13/2020,0.11980824235587978,0.11201176358395859,-46.48214285714281,0.0,0.0
114,AAPL,241.95,259.08,240.0,242.21,80605865,1584334800000,2020-03-16,03/16/2020,-0.1286469762924057,-0.016635212708447117,-96.54687499999999,0.0,1.0
115,AAPL,247.51,257.61,238.4,252.86,81013965,1584421200000,2020-03-17,03/17/2020,0.043970108583460656,0.02733489587501354,-77.95731707317071,0.0,1.0
116,AAPL,239.77,250.0,237.12,246.67,75058406,1584507600000,2020-03-18,03/18/2020,-0.024479949379103163,0.002854946495910376,-85.72069377990432,0.0,1.0
117,AAPL,247.385,252.84,242.61,244.78,67964255,1584594000000,2020-03-19,03/19/2020,-0.007662058620829393,-0.0048071121249190175,-88.54665071770336,0.0,1.0
118,AAPL,247.18,251.83,228.0,229.24,100423346,1584680400000,2020-03-20,03/20/2020,-0.06348557888716395,-0.06829269101208298,-98.36842105263156,0.0,1.0
119,AAPL,228.08,228.4997,212.61,224.37,84188208,1584939600000,2020-03-23,03/23/2020,-0.021244110975396982,-0.08953680198747996,-87.04703161141096,0.0,1.0
120,AAPL,236.36,247.69,234.3,246.88,71882773,1585026000000,2020-03-24,03/24/2020,0.1003253554396755,0.010788553452195537,-60.582010582010604,0.0,1.0
121,AAPL,250.75,258.25,244.3,245.52,75900510,1585112400000,2020-03-25,03/25/2020,-0.005508749189889766,0.005279804262305772,-57.92098197161487,0.0,1.0
122,AAPL,246.52,258.68,246.36,258.44,63140169,1585198800000,2020-03-26,03/26/2020,0.052623004235907406,0.05790280849821318,-37.92496275226873,0.0,0.0
123,AAPL,252.75,255.87,247.05,247.74,51054153,1585285200000,2020-03-27,03/27/2020,-0.041402259712118826,0.016500548786094353,-52.41771637545713,0.0,0.0
124,AAPL,250.74,255.52,249.4,254.81,41994110,1585544400000,2020-03-30,03/30/2020,0.028537983369661714,0.04503853215575607,-38.49293105961233,0.0,0.0
125,AAPL,255.6,262.49,252.0,254.29,49250501,1585630800000,2020-03-31,03/31/2020,-0.002040736234841687,0.04299779592091438,-38.0775516268014,0.0,0.0
