,symbol,Open,High,Low,Close,Volume,datetime_epoch,Date,Date_str,Daily_return,Cum_return,Average,StDev,bollinger_hi,bollinger_low,BB_owned_short,BB_owned_long
43,AAPL,267.27,268.25,263.45,264.16,23693550,1575266400000,2019-12-02,12/02/2019,-0.011562207670720206,0.026185266115973556,262.5985714285714,3.6373098379355695,269.8731911044425,255.32395175270025,1.0,0.0
44,AAPL,258.31,259.53,256.29,259.45,29377268,1575352800000,2019-12-03,12/03/2019,-0.01783010296789838,0.008355163148075176,262.77142857142854,3.3759254815743316,269.5232795345772,256.01957760827986,0.0,0.0
45,AAPL,261.07,263.31,260.68,261.74,16810388,1575439200000,2019-12-04,12/04/2019,0.008826363461167934,0.01718152660924311,262.9733333333333,3.165100840942253,269.3035350152178,256.6431316514488,0.0,0.0
46,AAPL,263.79,265.89,262.73,265.58,18661343,1575525600000,2019-12-05,12/05/2019,0.014671047604492912,0.031852574213736023,263.3757142857142,2.912106748435869,269.1999277825859,257.5515007888425,0.0,0.0
47,AAPL,267.48,271.0,267.3,270.71,26547493,1575612000000,2019-12-06,12/06/2019,0.019316213570298953,0.051168787784034976,264.0171428571428,2.975836257016074,269.96881537117497,258.06547034311063,1.0,0.0
48,AAPL,270.0,270.8,264.91,266.92,32182645,1575871200000,2019-12-09,12/09/2019,-0.014000221639392576,0.0371685661446424,264.3738095238095,2.8445148552793285,270.06283923436814,258.6847798132508,1.0,0.0
49,AAPL,268.6,270.07,265.86,268.48,22632383,1575957600000,2019-12-10,12/10/2019,0.005844447774614125,0.04301301391925653,264.7709523809524,2.8057867074350233,270.38252579582246,259.15937896608233,1.0,0.0
50,AAPL,268.81,271.1,268.5,270.77,19723391,1576044000000,2019-12-11,12/11/2019,0.008529499404052307,0.051542513323308836,265.17904761904765,3.0276243240565788,271.2342962671608,259.1237989709345,1.0,0.0
51,AAPL,267.78,272.5599,267.321,271.46,34437042,1576130400000,2019-12-12,12/12/2019,0.00254828821509029,0.054090801538399125,265.6314285714286,3.22583831850619,272.083105208441,259.17975193441623,1.0,0.0
52,AAPL,271.46,275.3,270.93,275.15,33432806,1576216800000,2019-12-13,12/13/2019,0.013593162896927717,0.06768396443532684,266.14,3.8206242945361653,273.78124858907233,258.49875141092764,1.0,0.0
53,AAPL,277.0,280.79,276.98,279.86,32081105,1576476000000,2019-12-16,12/16/2019,0.01711793567145207,0.0848019001067789,266.96,4.763461976336117,276.4869239526722,257.43307604732775,1.0,0.0
54,AAPL,279.57,281.77,278.8,280.41,28575798,1576562400000,2019-12-17,12/17/2019,0.001965268348459985,0.0867671684552389,267.65761904761905,5.581459401233611,278.8205378500863,256.4947002451518,1.0,0.0
55,AAPL,279.8,281.9,279.12,279.74,29024687,1576648800000,2019-12-18,12/18/2019,-0.002389358439428037,0.08437781001581085,268.2595238095238,6.1689492429347155,280.59742229539324,255.92162532365435,1.0,0.0
56,AAPL,279.5,281.18,278.95,280.02,24626947,1576735200000,2019-12-19,12/19/2019,0.001000929434474772,0.08537873945028562,268.91333333333324,6.657971412775318,282.22927615888386,255.59739050778262,1.0,0.0
57,AAPL,282.23,282.65,278.56,279.44,69032743,1576821600000,2019-12-20,12/20/2019,-0.0020712806228125997,0.08330745882747302,269.68714285714276,6.899461676723152,283.48606621058906,255.88821950369646,1.0,0.0
58,AAPL,280.53,284.25,280.3735,284.0,24677883,1577080800000,2019-12-23,12/23/2019,0.016318350987689672,0.0996258098151627,270.73428571428565,7.331248578126766,285.3967828705392,256.0717885580321,1.0,0.0
59,AAPL,284.69,284.89,282.9197,284.27,12119714,1577167200000,2019-12-24,12/24/2019,0.0009507042253520487,0.10057651404051475,271.8052380952381,7.5957051147655905,286.9966483247693,256.6138278657069,1.0,0.0
60,AAPL,284.82,289.98,284.7,289.91,23334004,1577340000000,2019-12-26,12/26/2019,0.019840292679495,0.12041680672000975,272.9261904761904,8.443186884222376,289.81256424463515,256.0398167077457,1.0,0.0
61,AAPL,291.12,293.97,288.12,289.8,36592936,1577426400000,2019-12-27,12/27/2019,-0.0003794280983754049,0.12003737862163434,274.1409523809524,8.957960652270085,292.0568736854926,256.2250310764122,1.0,0.0
62,AAPL,289.46,292.69,285.22,291.52,36059614,1577685600000,2019-12-30,12/30/2019,0.005935127674258007,0.12597250629589235,275.2685714285714,9.593040334385282,294.454652097342,256.08249075980086,1.0,0.0
63,AAPL,289.93,293.68,289.52,293.65,25247625,1577772000000,2019-12-31,12/31/2019,0.007306531284302949,0.1332790375801953,276.52571428571423,10.200292432782783,296.9262991512798,256.12512942014865,1.0,0.0
64,AAPL,296.24,300.6,295.19,300.35,33911864,1577944800000,2020-01-02,01/02/2020,0.02281627788183227,0.15609531546202757,278.2490476190476,11.030044381035786,300.3091363811192,256.188958856976,1.0,0.0
65,AAPL,297.15,300.58,296.5,297.43,36633878,1578031200000,2020-01-03,01/03/2020,-0.009721991010487816,0.14637332445153975,280.0576190476191,10.906541112911055,301.87070127344117,258.244536821797,1.0,0.0
66,AAPL,293.79,299.96,292.75,299.8,29644644,1578290400000,2020-01-06,01/06/2020,0.007968261439666492,0.15434158589120625,281.87000000000006,10.872672164652078,303.6153443293042,260.1246556706959,1.0,0.0
67,AAPL,299.84,300.9,297.48,298.39,27877655,1578376800000,2020-01-07,01/07/2020,-0.004703135423615827,0.14963845046759042,283.432380952381,10.771686453272723,304.97575385892645,261.8890080458355,1.0,0.0
68,AAPL,297.16,304.4399,297.156,303.19,33090946,1578463200000,2020-01-08,01/08/2020,0.016086329970843565,0.16572478043843397,284.97904761904766,11.177775675313004,307.33459896967366,262.62349626842166,1.0,0.0
69,AAPL,307.235,310.43,306.2,309.63,42621542,1578549600000,2020-01-09,01/09/2020,0.021240806095187827,0.1869655865336218,287.0128571428572,11.605019665152295,310.22289647316177,263.8028178125526,1.0,0.0
70,AAPL,310.6,312.67,308.25,310.33,35217272,1578636000000,2020-01-10,01/10/2020,0.0022607628459774204,0.18922634937959923,289.0057142857143,11.854009689311281,312.71373366433687,265.29769490709174,1.0,0.0
71,AAPL,311.64,317.07,311.15,316.96,30521722,1578895200000,2020-01-13,01/13/2020,0.021364354074694666,0.2105907034542939,291.2052380952381,12.565141709924173,316.33552151508644,266.07495467538973,1.0,0.0
72,AAPL,316.7,317.57,312.17,312.68,40653457,1578981600000,2020-01-14,01/14/2020,-0.01350328117112561,0.19708742228316828,293.16809523809525,12.545990841319634,318.2600769207345,268.076113555456,1.0,0.0
73,AAPL,311.85,315.5,309.55,311.34,30480882,1579068000000,2020-01-15,01/15/2020,-0.004285531533836612,0.19280189074933166,294.8914285714286,12.432289928132418,319.7560084276934,270.0268487151638,1.0,0.0
74,AAPL,313.59,315.7,312.09,315.24,27207254,1579154400000,2020-01-16,01/16/2020,0.012526498361919556,0.2053283891112512,296.57619047619056,12.68808554360762,321.9523615634058,271.2000193889753,1.0,0.0
75,AAPL,316.27,318.74,315.0,318.73,34454117,1579240800000,2020-01-17,01/17/2020,0.01107093008501462,0.21639931919626582,298.4009523809524,12.998597964689077,324.39814831033055,272.4037564515742,1.0,0.0
76,AAPL,317.19,319.02,316.0,316.57,27710814,1579586400000,2020-01-21,01/21/2020,-0.006776895805227072,0.20962242339103873,300.1547619047619,12.838538319858545,325.831838544479,274.47768526504484,1.0,0.0
77,AAPL,318.58,319.99,317.31,317.7,25458115,1579672800000,2020-01-22,01/22/2020,0.0035695106927377688,0.2131919340837765,301.9490476190476,12.512752257102314,326.9745521332522,276.92354310484296,1.0,0.0
78,AAPL,317.92,319.56,315.65,319.23,26117993,1579759200000,2020-01-23,01/23/2020,0.004815864022662983,0.2180077981064395,303.8438095238095,11.933065187197494,327.7099398982045,279.97767914941454,1.0,0.0
79,AAPL,320.25,323.33,317.5188,318.31,36634380,1579845600000,2020-01-24,01/24/2020,-0.002881934655264279,0.2151258634511752,305.47761904761904,11.417965626486142,328.3135503005913,282.64168779464677,1.0,0.0
80,AAPL,310.06,311.77,304.88,308.95,40485005,1580104800000,2020-01-27,01/27/2020,-0.029405296723320075,0.18572056672785514,306.6528571428571,10.345743638258751,327.3443444193746,285.9613698663396,1.0,0.0
81,AAPL,312.6,318.4,312.19,317.69,40558486,1580191200000,2020-01-28,01/28/2020,0.02828936721152293,0.21400993393937806,307.97571428571433,9.862642937584516,327.7010001608834,288.2504284105453,1.0,0.0
82,AAPL,324.45,327.85,321.38,324.34,54149928,1580277600000,2020-01-29,01/29/2020,0.020932355440838483,0.23494228938021655,309.62047619047615,9.555254301268217,328.73098479301257,290.50996758793974,1.0,0.0
83,AAPL,320.5435,324.09,318.75,323.87,31685808,1580364000000,2020-01-30,01/30/2020,-0.0014490966269962709,0.23349319275322028,311.1609523809523,9.08747759543973,329.3359075718318,292.98599719007285,1.0,0.0
84,AAPL,320.93,322.68,308.29,309.51,49897096,1580450400000,2020-01-31,01/31/2020,-0.044338777904714896,0.18915441484850537,311.9161904761905,8.172389782793324,328.2609700417771,295.57141091060384,0.0,0.0
85,AAPL,304.3,313.49,302.22,308.66,43496401,1580709600000,2020-02-03,02/03/2020,-0.0027462763723303477,0.18640813847617502,312.3119047619047,7.7759138492190205,327.86373246034276,296.76007706346667,0.0,0.0
86,AAPL,315.31,319.64,313.6345,318.85,34154134,1580796000000,2020-02-04,02/04/2020,0.0330136720015551,0.21942181047773013,313.33190476190475,7.101844562539806,327.5355938869844,299.12821563682513,0.0,0.0
87,AAPL,323.52,324.76,318.95,321.45,29706718,1580882400000,2020-02-05,02/05/2020,0.00815430453191145,0.2275761150096416,314.3628571428572,6.592400278242475,327.54765769934215,301.17805658637224,0.0,0.0
88,AAPL,322.57,325.22,320.2648,325.21,26356385,1580968800000,2020-02-06,02/06/2020,0.011696997977912555,0.23927311298755413,315.64000000000004,5.905379750701896,327.4507595014038,303.8292404985963,0.0,0.0
89,AAPL,322.37,323.4,318.0,320.03,29421012,1581055200000,2020-02-07,02/07/2020,-0.015928169490483094,0.22334494349707104,316.44190476190477,5.23562662825341,326.9131580184116,305.97065150539794,0.0,0.0
90,AAPL,314.18,321.55,313.85,321.55,27337215,1581314400000,2020-02-10,02/10/2020,0.004749554729244255,0.2280944982263153,317.0095238095238,5.104705159155105,327.218934127834,306.80011349121355,0.0,0.0
91,AAPL,323.6,323.9,318.71,319.61,23580780,1581400800000,2020-02-11,02/11/2020,-0.006033276317835477,0.22206122190847982,317.45142857142855,4.894925214662921,327.2412790007544,307.6615781421027,0.0,0.0
92,AAPL,321.47,327.22,321.47,327.2,28432573,1581487200000,2020-02-12,02/12/2020,0.02374769250023458,0.2458089144087144,317.9390476190476,5.333881236737374,328.6068100925223,307.27128514557285,0.0,0.0
93,AAPL,324.19,326.22,323.35,324.87,23686892,1581573600000,2020-02-13,02/13/2020,-0.007121026894865478,0.23868788751384892,318.5195238095238,5.395879424329712,329.3112826581832,307.72776496086436,0.0,0.0
94,AAPL,324.74,325.98,322.85,324.95,20028447,1581660000000,2020-02-14,02/14/2020,0.00024625234709263423,0.23893413986094156,319.16761904761904,5.3070480540144915,329.78171515564804,308.55352293959004,0.0,0.0
95,AAPL,315.36,319.75,314.61,319.0,38190545,1582005600000,2020-02-18,02/18/2020,-0.018310509309124447,0.2206236305518171,319.34666666666664,5.230792801606015,329.80825226987866,308.8850810634546,0.0,0.0
96,AAPL,320.0,324.57,320.0,323.62,23495991,1582092000000,2020-02-19,02/19/2020,0.01448275862068967,0.23510638917250679,319.57952380952383,5.310208542223622,330.1999408939711,308.9591067250766,0.0,0.0
97,AAPL,322.63,324.65,318.21,320.3,25141489,1582178400000,2020-02-20,02/20/2020,-0.010258945677028593,0.2248474434954782,319.75714285714287,5.266714481398378,330.2905718199396,309.22371389434613,0.0,0.0
98,AAPL,318.62,320.45,310.5,313.05,32426415,1582264800000,2020-02-21,02/21/2020,-0.022635029659694036,0.20221241383578414,319.5357142857143,5.452017581986109,330.4397494496865,308.6316791217421,0.0,0.0
99,AAPL,297.26,304.18,289.23,298.18,55548828,1582524000000,2020-02-24,02/24/2020,-0.04750039929723687,0.15471201453854727,318.53333333333336,7.174130144716729,332.88159362276684,304.1850730438999,0.0,1.0
100,AAPL,300.95,302.53,286.13,288.08,57668364,1582610400000,2020-02-25,02/25/2020,-0.03387215775705957,0.1208398567814877,317.0938095238095,9.780597362222041,336.6550042482536,297.53261479936543,0.0,1.0
101,AAPL,286.53,297.88,286.5,292.65,49678431,1582696800000,2020-02-26,02/26/2020,0.015863648986392646,0.13670350576788035,316.3176190476191,11.026622286431103,338.37086362048126,294.2643744747569,0.0,1.0
102,AAPL,281.1,286.0,272.96,273.52,80151381,1582783200000,2020-02-27,02/27/2020,-0.06536818725439944,0.0713353185134809,314.2142857142857,14.43706430387722,343.08841432204014,285.3401571065313,0.0,1.0
103,AAPL,257.26,278.41,256.37,273.36,106721230,1582869600000,2020-02-28,02/28/2020,-0.0005849663644339287,0.07075035214904697,311.78666666666663,16.750162785278636,345.2869922372239,278.28634109610937,0.0,1.0
104,AAPL,282.28,301.44,277.72,298.81,85349339,1583128800000,2020-03-02,03/02/2020,0.09310067310506287,0.16385102525410983,310.5933333333333,16.738938237932935,344.07120980919916,277.11545685746745,0.0,1.0
105,AAPL,303.67,304.0,285.8,289.32,79868852,1583215200000,2020-03-03,03/03/2020,-0.03175931193735152,0.1320917133167583,309.6319047619047,17.372119795536648,344.37614435297803,274.8876651708314,0.0,1.0
106,AAPL,296.44,303.4,293.13,302.74,54794568,1583301600000,2020-03-04,03/04/2020,0.046384626019632294,0.17847633933639062,309.3499999999999,17.436593417293416,344.2231868345867,274.4768131654131,0.0,1.0
107,AAPL,295.52,299.55,291.41,292.92,46893219,1583388000000,2020-03-05,03/05/2020,-0.032437074717579416,0.1460392646188112,308.1152380952381,17.647058287161524,343.40935466956114,272.8211215209151,0.0,1.0
108,AAPL,282.0,290.82,281.23,289.03,56544246,1583474400000,2020-03-06,03/06/2020,-0.013280076471391653,0.13275918814741955,306.57142857142856,17.839217271425976,342.2498631142805,270.8929940285766,0.0,1.0
109,AAPL,263.75,278.09,263.0,266.17,71686208,1583730000000,2020-03-09,03/09/2020,-0.07909213576445337,0.05366705238296618,303.75999999999993,19.343792027417997,342.44758405483594,265.0724159451639,0.0,1.0
110,AAPL,277.14,286.44,269.37,285.34,71322520,1583816400000,2020-03-10,03/10/2020,0.07202164030506804,0.12568869268803423,302.1080952380952,19.366110507545812,340.8403162531868,263.37587422300356,0.0,1.0
111,AAPL,277.39,281.22,271.86,275.43,64094970,1583902800000,2020-03-11,03/11/2020,-0.03473049695100571,0.09095819573702851,299.9119047619048,19.663887616401702,339.2396799947082,260.5841295291014,0.0,1.0
112,AAPL,255.94,270.0,248.0,248.23,104618517,1583989200000,2020-03-12,03/12/2020,-0.0987546745089497,-0.007796478771921189,296.5128571428571,22.106277195144628,340.72541153314637,252.30030275256786,0.0,1.0
113,AAPL,264.89,279.92,252.95,277.97,92683032,1584075600000,2020-03-13,03/13/2020,0.11980824235587978,0.11201176358395859,294.16857142857145,21.284357468740815,336.73728636605307,251.59985649108984,0.0,1.0
114,AAPL,241.95,259.08,240.0,242.21,80605865,1584334800000,2020-03-16,03/16/2020,-0.1286469762924057,-0.016635212708447117,290.23238095238094,22.904396282103118,336.04117351658715,244.4235883881747,0.0,1.0
115,AAPL,247.51,257.61,238.4,252.86,81013965,1584421200000,2020-03-17,03/17/2020,0.043970108583460656,0.02733489587501354,286.7995238095238,22.84308921231769,332.4857022341592,241.11334538488842,0.0,1.0
116,AAPL,239.77,250.0,237.12,246.67,75058406,1584507600000,2020-03-18,03/18/2020,-0.024479949379103163,0.002854946495910376,283.3552380952381,23.19538458811313,329.74600727146435,236.96446891901186,0.0,1.0
117,AAPL,247.385,252.84,242.61,244.78,67964255,1584594000000,2020-03-19,03/19/2020,-0.007662058620829393,-0.0048071121249190175,279.6009523809523,22.72809646775592,325.05714531646413,234.14475944544049,0.0,1.0
118,AAPL,247.18,251.83,228.0,229.24,100423346,1584680400000,2020-03-20,03/20/2020,-0.06348557888716395,-0.06829269101208298,275.2647619047618,23.25541541642454,321.7755927376109,228.75393107191275,0.0,1.0
119,AAPL,228.08,228.4997,212.61,224.37,84188208,1584939600000,2020-03-23,03/23/2020,-0.021244110975396982,-0.08953680198747996,271.0419047619047,24.087711103184464,319.2173269682736,222.86648255553575,0.0,1.0
120,AAPL,236.36,247.69,234.3,246.88,71882773,1585026000000,2020-03-24,03/24/2020,0.1003253554396755,0.010788553452195537,268.59904761904755,23.79743618643863,316.1939199919248,221.0041752461703,0.0,1.0
121,AAPL,250.75,258.25,244.3,245.52,75900510,1585112400000,2020-03-25,03/25/2020,-0.005508749189889766,0.005279804262305772,266.5723809523809,23.867592443470684,314.30756583932225,218.83719606543954,0.0,1.0
122,AAPL,246.52,258.68,246.36,258.44,63140169,1585198800000,2020-03-26,03/26/2020,0.052623004235907406,0.05790280849821318,264.9433333333333,23.155564198121652,311.25446172957663,218.63220493709002,0.0,1.0
123,AAPL,252.75,255.87,247.05,247.74,51054153,1585285200000,2020-03-27,03/27/2020,-0.041402259712118826,0.016500548786094353,263.7157142857143,23.36059771740196,310.4369097205182,216.99451885091037,0.0,1.0
124,AAPL,250.74,255.52,249.4,254.81,41994110,1585544400000,2020-03-30,03/30/2020,0.028537983369661714,0.04503853215575607,262.83238095238096,23.32837776287968,309.4891364781403,216.1756254266216,0.0,1.0
125,AAPL,255.6,262.49,252.0,254.29,49250501,1585630800000,2020-03-31,03/31/2020,-0.002040736234841687,0.04299779592091438,260.71238095238095,21.872888447747794,304.4581578478765,216.96660405688536,0.0,1.0
