,Date,term_5,term_15,term_40,acc_dist_index,chaikin_money_flow,ease_of_move,williams_r,rel_strength,predict_term_5,predict_term_15,predict_term_40
25,2019-11-05,1.0,5.0,6.0,505526466.22540045,0.7875806267434174,-0.687685027326856,-3.2278799664727833,80.81291708787762,1.0,5.0,6.0
26,2019-11-06,1.0,5.0,6.0,523560950.2724375,0.7910407828479367,-15.83229653589793,-2.9960050793466353,80.8870939518018,1.0,5.0,6.0
27,2019-11-07,1.0,5.0,6.0,543270501.9347385,0.7847958915944232,115.41333578726264,-3.034411729544364,82.3500743560464,1.0,5.0,6.0
28,2019-11-08,1.0,5.0,6.0,559763290.5602895,0.7937244273234074,23.352973764385236,-0.9865535545146198,82.80948349158378,1.0,5.0,6.0
29,2019-11-11,5.0,5.0,6.0,579184942.5529308,0.8088202717120555,101.70315650167502,-0.9240596960460605,84.10243134967612,1.0,5.0,6.0
30,2019-11-12,1.0,1.0,6.0,597661338.4675303,0.8197022399583401,1.9698412058079204,-2.81748551179487,83.31620020225768,1.0,5.0,6.0
31,2019-11-13,1.0,1.0,6.0,621915587.6566204,0.8253648162021644,89.23181134339697,-0.985726317195293,84.90550582877107,1.0,1.0,6.0
32,2019-11-14,1.0,0.0,6.0,636066178.1341047,0.815963052501772,-47.000802967793184,-7.100090980592903,78.99690590865089,1.0,0.0,6.0
33,2019-11-15,1.0,0.0,6.0,661058953.834938,0.8265909018366926,79.69051600002034,-0.06163538744872242,81.37647735815443,1.0,0.0,6.0
34,2019-11-18,0.0,0.0,6.0,681363735.8631192,0.8277254867335737,70.67469513019905,-0.9677733951617291,82.30379901290164,1.0,0.0,6.0
35,2019-11-19,0.0,0.0,6.0,694829876.4059795,0.8321322563784657,-7.324050845029641,-5.862409957853313,79.71975774951581,0.0,0.0,6.0
36,2019-11-20,0.0,0.0,6.0,709431817.3855941,0.810353425373471,-120.87114895913393,-21.75595280114862,70.58581371308816,0.0,0.0,6.0
37,2019-11-21,1.0,0.0,6.0,729625217.4872632,0.8026209558473784,-64.00264042432467,-28.79961174597571,67.4192983371676,1.0,0.0,6.0
38,2019-11-22,1.0,6.0,6.0,741920115.906269,0.7948261825086117,-36.592333778635464,-29.905439909844645,66.79035942057618,1.0,6.0,6.0
39,2019-11-25,0.0,6.0,6.0,762655187.028998,0.794866772966588,186.62173337013763,-7.878624139210709,72.33660665113706,1.0,6.0,6.0
40,2019-11-26,0.0,0.0,6.0,777179497.5698892,0.8244840698794415,-33.04835852789787,-20.05525574128931,66.88529479262374,0.0,0.0,6.0
41,2019-11-27,0.0,6.0,6.0,793109947.3482591,0.8405167006050405,134.26317667807953,-0.8994377192270275,70.9140905015457,0.0,6.0,6.0
42,2019-11-29,0.0,0.0,6.0,803127291.702928,0.8347973641778729,-26.11454678413295,-4.644281620902608,69.40282815194541,0.0,0.0,6.0
43,2019-12-02,0.0,0.0,6.0,812995694.473962,0.7995551786568685,-84.01791176345087,-24.94071016652654,61.95583903056346,0.0,0.0,6.0
44,2019-12-03,5.0,6.0,6.0,841903343.7475396,0.8040665908729184,-228.7813367632891,-46.98622979971875,52.67739863229797,5.0,6.0,6.0
45,2019-12-04,5.0,6.0,6.0,854123322.4623055,0.8009490606758868,207.60458181048517,-34.759131363200936,56.11832364449715,5.0,6.0,6.0
46,2019-12-05,5.0,6.0,6.0,871654657.1349483,0.8003534744493466,176.1225958975383,-14.256049268778368,61.211513417718926,5.0,6.0,6.0
47,2019-12-06,1.0,6.0,6.0,896695377.5131613,0.8073902201712216,197.08348539532733,-1.3501627864502235,66.76179519488451,5.0,6.0,6.0
48,2019-12-09,1.0,6.0,6.0,910792767.4319324,0.7759280403126922,-85.60122558662808,-18.995393685229313,59.93807068807932,1.0,6.0,6.0
49,2019-12-10,5.0,6.0,6.0,927177068.4938024,0.7656180579647354,21.12168203086846,-11.73244904087689,61.67447808868057,1.0,6.0,6.0
